,MentalHealth,DevType,OrgSize,Country,RemoteWork,YearlySalary
51254,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,100 to 499 employees,United States of America,Fully remote,218000.0
51262,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,83500.0
51262,I have an anxiety disorder,DevOps specialist,100 to 499 employees,United States of America,Fully remote,83500.0
51262,I have an anxiety disorder,Data or business analyst,100 to 499 employees,United States of America,Fully remote,83500.0
51262,I have an anxiety disorder,Designer,100 to 499 employees,United States of America,Fully remote,83500.0
51262,I have an anxiety disorder,Security professional,100 to 499 employees,United States of America,Fully remote,83500.0
51266,I have an anxiety disorder,Educator,"1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",80000.0
51270,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,150000.0
51270,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United States of America,Fully remote,150000.0
51270,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,100 to 499 employees,United States of America,Fully remote,150000.0
51270,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,100 to 499 employees,United States of America,Fully remote,150000.0
51270,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,150000.0
51270,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United States of America,Fully remote,150000.0
51270,I have an anxiety disorder,Database administrator,100 to 499 employees,United States of America,Fully remote,150000.0
51270,I have an anxiety disorder,Cloud infrastructure engineer,100 to 499 employees,United States of America,Fully remote,150000.0
51272,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","5,000 to 9,999 employees",United States of America,Fully remote,450000.0
51272,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","5,000 to 9,999 employees",United States of America,Fully remote,450000.0
51272,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,"5,000 to 9,999 employees",United States of America,Fully remote,450000.0
51272,I have an anxiety disorder,"Developer, front-end","5,000 to 9,999 employees",United States of America,Fully remote,450000.0
51272,I have an anxiety disorder,"Developer, full-stack","5,000 to 9,999 employees",United States of America,Fully remote,450000.0
51272,I have an anxiety disorder,Designer,"5,000 to 9,999 employees",United States of America,Fully remote,450000.0
51273,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,United States of America,Fully remote,134500.0
51273,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,20 to 99 employees,United States of America,Fully remote,134500.0
51273,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United States of America,Fully remote,134500.0
51273,I have an anxiety disorder,DevOps specialist,20 to 99 employees,United States of America,Fully remote,134500.0
51284,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",85000.0
51284,I have an anxiety disorder,"Developer, front-end",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",85000.0
51288,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,United States of America,Fully remote,180000.0
51288,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,180000.0
51288,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United States of America,Fully remote,180000.0
51288,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,100 to 499 employees,United States of America,Fully remote,180000.0
51288,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Other (please specify):,100 to 499 employees,United States of America,Fully remote,180000.0
51288,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,100 to 499 employees,United States of America,Fully remote,180000.0
51288,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,United States of America,Fully remote,180000.0
51288,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,180000.0
51288,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United States of America,Fully remote,180000.0
51288,I have an anxiety disorder,Database administrator,100 to 499 employees,United States of America,Fully remote,180000.0
51288,I have an anxiety disorder,Other (please specify):,100 to 499 employees,United States of America,Fully remote,180000.0
51288,I have an anxiety disorder,System administrator,100 to 499 employees,United States of America,Fully remote,180000.0
51296,I have an anxiety disorder,"Developer, front-end",20 to 99 employees,United States of America,Fully remote,155000.0
51296,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United States of America,Fully remote,155000.0
51296,I have an anxiety disorder,Project manager,20 to 99 employees,United States of America,Fully remote,155000.0
51299,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,Sweden,"Hybrid (some remote, some in-person)",875000.0
51299,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,100 to 499 employees,Sweden,"Hybrid (some remote, some in-person)",875000.0
51300,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,60600.0
51300,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,60600.0
51300,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,60600.0
51300,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,60600.0
51300,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,60600.0
51300,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,60600.0
51300,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,60600.0
51300,I have an anxiety disorder,"Developer, QA or test",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,60600.0
51300,I have an anxiety disorder,DevOps specialist,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,60600.0
51300,I have an anxiety disorder,Cloud infrastructure engineer,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,60600.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test","Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile","Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, game or graphics","Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Project manager,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data or business analyst,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51304,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Fully remote,144000.0
51311,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data",100 to 499 employees,United States of America,Fully remote,107000.0
